,名称/规格,规格,批准文号,月售,评分,currentPrice,originalPrice
2135,千金 椿乳凝胶 4g*3支,4g*3支,国药准字Z20090758,,,64.5,
2136,同仁堂 加味逍遥丸 6g*10袋,6g*10袋水丸,国药准字Z11020248,月售19份,评分4.2,11,25
2137,同仁堂 益母草颗粒 15g*8袋,15g*8袋,国药准字Z13020660,月售12份,评分4.2,12.5,22
2138,恩威 洁尔阴洗液 300ml/瓶（内附冲洗器）,300ML/瓶,国药准字Z10930008,月售6份,评分4.3,22.5,38.8
2139,云南白药 田七痛经胶囊 0.4g*24粒,0.4g*24粒,国药准字Z53021392,月售1份,评分4,20.8,
2140,九泰 双唑泰栓 7枚,7枚,国药准字H10973008,,,13.2,
2141,洁康雅 复方苦参洗剂 150ml,150mL,国药准字B20020433,,,19.8,
2142,恩威 洁尔阴泡腾片 0.3g*12片,0.3g*12片,国药准字Z10950022,,评分4,20.8,
2143,花红 花红片 0.29g*72片,0.29g*72片,国药准字Z45020922,,,39.9,
2144,尼美欣 甲硝唑阴道凝胶 5g:37.5mg/盒,5g,国药准字H20041426,月售1份,,16.5,
2145,同仁堂 同仁乌鸡白凤丸 9克*10丸,9克*10丸,国药准字Z11020091,月售6份,评分4.2,22.5,
2146,达克宁 硝酸咪康唑栓 0.2g*7枚,0.2G*7枚,国药准字H10930214,月售3份,评分4.5,29.8,
2147,同仁堂 乌鸡白凤丸 36g,36g,国药准字Z11020026,月售3份,评分4,18.5,
2148,同仁堂 复方益母草膏 100g,100g,国药准字Z11020359,月售4份,评分4,22.1,
2149,【处方药】益玛欣 黄体酮胶囊 50mg*20粒,50mg*20粒,国药准字H20041902,月售2份,,32,
2150,千金 妇科千金片 126片,126片/盒,国药准字Z43020027,月售1份,,35,
2151,九芝堂 逍遥丸 360丸,360丸,国药准字Z43020469,月售2份,,25,
2152,仲景 逍遥丸（浓缩丸） 360丸,360丸,国药准字Z41021831,月售1份,评分5,28.1,
2153,达芙通 地屈孕酮片 10mg*20片,10mg*20片,国药准字H20130110,月售7份,评分4,120,
2154,【处方药】云丰 新生化颗粒 6g*12袋,6g*12袋,国药准字Z53021382,,,19.8,
2155,步长 红核妇洁洗液 150ml/瓶,150ml/瓶,国药准字Z10980131,,,29,
2156,【处方药】立效 桂枝茯苓丸 4g*6袋,4g*6袋,国药准字Z20053256,,,8.5,
2157,碧凯 保妇康栓 1.74g*8粒/盒,1.74g*8粒,国药准字Z46020058,,评分4,37.8,
2158,千金 八珍益母片 0.35g*36片,0.35g*36片,国药准字Z20083305,月售2份,评分5,40.4,
2159,麦迪海  醋酸氯已定溶液  50ml*2袋*5支/盒,50ml*2袋*5支/盒,国药准字H11022190,,,22,
2160,同仁堂 坤宝丸 50丸*10袋,50丸*10袋,国药准字Z11020185,,,23.6,
2161,葵花 康妇消炎栓 2.0gx9粒,2.0gx9粒,国药准字Z23022143,月售3份,,34.5,
2162,同仁堂 八珍益母丸 60g,60g/瓶,国药准字Z11020099,,,20.8,
2163,源安堂 复方黄松洗液 160ml,160mL,国药准字Z20026294,月售2份,评分4,20.8,
2164,辅仁 双唑泰阴道泡腾片 7片,7片,国药准字H20057199,月售1份,,15.8,
2165,同仁堂 艾附暖宫丸 30g,30g,国药准字Z11020085,月售1份,,13.1,
2166,补佳乐 戊酸雌二醇片 1mg*21片/盒,1mg*21片/盒,国药准字J20130009,,,32,
2167,九芝堂 逍遥丸 120g,120g,国药准字z20013060,,,29.8,
2168,同仁堂 调经促孕丸 5g*10袋,5g*10袋,国药准字Z11020002,月售3份,,20.8,
2169,芬吗通 雌二醇片/雌二醇地屈孕酮片复合包装 2mg:2mg:10mg*28片,2mg:2mg:10mg*28片,国药准字H20150345,,,108,
2170,宝嫩 乳癖散结胶囊 0.53g*36粒/盒,0.53g*36粒/盒,国药准字Z20010010,月售1份,,32,
2171,沈阳红药 乳癖消片 0.32g*100片,100片,国药准字Z21020747,,,21.5,
2172,好护士 乳癖消片  0.32gx100片/瓶,0.32gx100片,国药准字Z21021823,月售1份,,19.7,
2173,同仁堂 二妙丸 6g*12袋,6g*12袋,国药准字Z11020566,,,25,
2174,千金 妇科调经片 0.31g*72片,0.31g*72片,国药准字Z20033189,,,22.6,
2175,【处方药】九芝堂 小金丸 0.6g/瓶*4瓶/盒,0.6g/瓶*4瓶/盒,国药准字Z51021071,,,13,
2176,克龄蒙 戊酸雌二醇片/雌二醇环丙孕酮片复合包装 21片/盒,21片/盒,国药准字J20130006,月售2份,,70,
2177,敖东 少腹逐淤颗粒 5g*20袋,5g*20袋,国药准字Z20000041,,,33,
2178,千金 益母颗粒 14g*10袋,14g*10袋,国药准字Z43020779,,,31.3,
2179,紫辰宣  夏枯草胶囊  0.35g*10粒*2板/盒,0.35g*10粒*2板,国药准字Z19991033,,,25,
2180,广誉远 定坤丹 7g*4瓶/盒,7g*4瓶,国药准字Z20059003,,,198,
2181,【处方药】康缘 散结镇痛胶囊 0.4g*30粒,0.4g*30粒,国药准字Z20030127,,,49,
2182,仲景 浓缩当归丸 200丸,200粒,国药准字Z41021821,,,19.8,
2183,同仁堂 大黄蛰虫丸 3g*10丸/盒,3g*10丸/盒,国药准字Z11020002,,,19.7,
2184,【处方药】健兴 康妇凝胶 3g*3支,3G*3支,国药准字Z20050836,,评分4,72.1,
2185,同仁堂 嗣育保胎丸 6gx10丸,6gX10丸,国药准字Z11020114,,,46.5,
2186,和颜 坤泰胶囊 0.5克*24粒,0.5g*12s*2板,国药准字Z20000083,,,28,
2187,天基 小金胶囊 0.3g*12粒/盒,0.3G*12粒,国药准字Z19980097,,评分5,36.8,
2188,康妇特 复方莪术油栓 6枚,6枚,国药准字H20003347,,,31.3,
2189,和颜 坤泰胶囊 90粒,90粒,国药准字Z20000083,,,102.9,
2190,海虹 加味益母草膏 200g/盒,200g,国药准字Z34020654,月售1份,,20.9,
2191,欧替药业 妇宁栓 1.6gx5粒,1.6gx5粒,国药准字Z23022028,,,19.8,
2192,千金 千金止带丸 6g*10袋/盒,6g*10袋/盒,国药准字Z20063979,,,17,
2193,仁和 妇宁胶囊  0.35g*32粒,0.35g*32粒,国药准字Z20060272,,,26.5,
2194,【2盒装】[朗依]硝呋太尔制霉素阴道软胶囊6粒x2盒,,,月售1份,,90,
2195,女性私密健康组合([达克宁]硝酸咪康唑阴道软胶囊+[伊康美宝]甲硝唑氯己定洗剂),,,月售1份,,53,
2196,【4盒装】[千金]妇科千金片18片x7板x4盒,,,月售1份,,105,
2197,仁和 复方乌鸡口服液 10ml*16支,10ml*16支,国药准字Z10910021,,,60.9,
2198,唯散宁 地诺孕素片 2mg*28片/盒,2mg*28片/盒,H20180090,,,595,
2199,【4盒装】[千金]妇科千金胶囊0.4gx12粒x3板x1袋x4盒,,,,,139,
2200,【4盒装】[千金]妇科千金片126片x2瓶x4盒,,,,,207,
2201,[妇炎洁]植物本草抑菌洗液+[千金]妇科千金片380ml+18片x7板,,,,,36,
2202,[妇炎洁]植物本草抑菌洗液+[千金]妇科千金胶囊380ml+0.4gx12粒x3板x1袋,,,,,44.9,
2203,[千金]妇科千金片+[妇炎洁]植物本草抑菌洗液126片x2瓶(千金片)+380ml(妇炎洁),,,,,69,
2204,【2盒装】[仲景]逍遥丸(浓缩丸)360丸(浓缩丸)x2盒,,,,,48,
2205,[泰恩康]复方乌鸡丸(水蜜丸)6gx12袋,,,,,65,
2206,【3盒装】[月月舒]痛经宝颗粒10gx6袋x3盒,,,,,148.5,
2207,[朗依]硝呋太尔制霉素阴道软胶囊+[伊康美宝]甲硝唑氯己定洗剂,,,,评分4,48,
2208,【4盒装】[千金]妇科调经片(薄膜衣片)0.31gx18片x4板x4盒,,,,,72,
2209,泰恩康 复方乌鸡丸(水蜜丸) 6g*10袋/盒,6g*10袋,国药准字Z20026984,,,58,
2210,舒康岸 复方益母草膏 10gx20袋,10gx20袋,国药准字Z20043070,,,48,
2211,斯利安 叶酸片 0.4mg*93片,0.4mg*93片,国药准字H10970079,月售1份,,80.9,
2212,斯利安 叶酸片 0.4mg*31片,0.4mg*31片,国药准字H10970079,,评分5,30.5,
2213,肾阴亏组包60gx6(五子衍宗丸)+360粒x6(六味地黄丸),,,,,207,
2214,肾阴亏组包216丸x3盒+60gx6盒,,,,,138,
2215,金水宝胶囊+[仁和]六味地黄丸(浓缩丸)0.33gx9粒x8板+216丸,,,,,78,
2216,澳诺 锌钙特 葡萄糖酸钙锌口服溶液 10ml*24支,10ML*24支,国药准字H20013241,,评分5,58.5,
2217,恩威 六味地黄胶囊 6板*12粒/盒,6板*12粒,国药准字Z20053205,,,59,
2218,朗迪 碳酸钙D3片(Ⅱ) 72片/瓶,72片/瓶,国药准字H20093675,,,73.7,
2219,天津力生 维生素B2片 5mg*100片,5mg*100片,国药准字H12020169,月售21份,评分4.5,9.9,
2220,中央 维生素E软胶囊 0.1g*15粒*2板,0.1g*15粒*2板,国药准字H12020262,月售2份,评分4.5,6.1,
2221,福胶 阿胶补血口服液 20ml*10支,20ml*10支,国药准字Z10920057,,,92.4,
2222,九芝堂 六味地黄丸 360粒,360S,国药准字Z43020145,月售1份,评分4.4,39,
2223,惠氏 善存 多维元素片(29） 30片/盒 多种维生素,30片,国药准字H10950026,月售2份,评分4,58,
2224,[金丐]醋酸钙颗粒(无糖型)3gx20包(含醋酸钙0.2g),,,,,59,
2225,云鹏 维生素B12片 25ug*100片,25ug*100`s,国药准字H14023321,月售1份,,5.8,
2226,扬子江 黄芪精 10ml*12支/盒,10ml*12支,国药准字Z32020370,,评分4.3,39.9,
2227,云丰 丹溪玉屏风颗粒 15g*6袋,15g*6袋,国药准字Z53021556,,,31.3,
2228,邦宇 醋酸钙颗粒 0.2g*24袋,0.2g*24袋,国药准字H53021640,,评分5,60.9,
2229,源力康 右旋糖酐铁口服溶液 5ml：25mg*5支,5ml：25mg*5支,国药准字20060084,,,36.8,
2230,力度伸 维生素C泡腾片(橙味) 1g*30片,1g*15s*2瓶,国药准字H20056946,,评分4.3,68,
2231,迪巧 维D钙咀嚼片 60片,60片,国药准字J20140154,月售3份,评分4,47,62
2232,[汾河]维生素B2片5mgx100片,,,,,4.9,
2233,钙尔奇 碳酸钙D3片 0.6g*60片,0.6g*60s（薄膜衣）,国药准字H10950029,月售6份,评分5,68.3,
2234,21金维他 多维元素片(21) 100片,100s（薄膜衣）,国药准字H20003795,,,59.8,
2235,仁和 肾脾双补口服液 10ml*20支,10ml*20支,国药准字B20020514,,,102.9,
2236,[协达利]碳酸钙片0.2gx100片(每片含碳酸钙0.5g),,,,评分4,23.1,
2237,仁和 六味地黄丸(浓缩丸) 216丸,216丸,国药准字Z19983158,月售1份,,14.2,
2238,立效 脾肾两助丸 6g*6袋/盒,6g*6袋,国药准字Z20054090,,,16.3,
2239,[维福佳]维生素B1片10mgx100片,,,月售10份,,5.3,
2240,仁和 阿胶益寿口服液 20ml*14瓶,20ml*14瓶,国药准字Z36021276,,,55,71.4
2241,仁和 三合钙咀嚼片 140片/瓶,乳酸钙50毫克，葡萄糖酸钙50毫克，磷酸氢钙50毫克,国药准字H36021951,,,30,
2242,仁和 十全大补丸(浓缩丸) 216丸/瓶,216丸/瓶,国药准字Z36021773,,,20.8,
2243,仁和 补中益气丸(浓缩丸) 210丸/盒,210丸,国药准字Z36021765,,,18.9,
2244,仁和 维生素C咀嚼片 80片,80片,国药准字H36022276,,评分4,44.1,
2245,志得快 首乌丸 6g*12袋/盒,6g*12袋/盒,国药准字Z41021561,,,25.4,
2246,仁和 知柏地黄丸(浓缩丸) 216丸/盒,216丸,国药准字Z36021779,,评分4,19.4,
2247,仁和 杞菊地黄丸 216丸盒,216s,国药准字Z36021781,月售1份,评分4,19.8,
2248,仁和 牡蛎碳酸钙颗粒 5gx16袋（每袋按钙计50毫克）/盒,5gx16袋（每袋按钙计50毫克）,国药准字H35021289,,,22.9,
2249,钙尔奇D 碳酸钙D3咀嚼片(Ⅱ) 100片,100片,国药准字H10950030,,评分4,107.8,
2250,[维福佳]维生素C片,,,月售4份,,2,
2251,同仁堂 六味地黄丸（浓缩丸） 120粒,120粒,国药准字Z19993068,月售13份,评分4.4,13.5,23
2252,力生 维生素B6片 10mg*100片,10mg*100s,国药准字H12020170,月售12份,评分4,8.5,
2253,同仁堂 六味地黄丸(水蜜丸) 360粒,360粒,国药准字Z11021283,月售9份,评分5,19.9,
2254,【处方药】保法止 非那雄胺片 1mg*28片,1mg*28片,国药准字J20150142(原国药准字J20120061）,月售1份,,175,
2255,九芝堂 杞菊地黄丸 360丸,360丸,国药准字Z43020149,月售1份,评分4,34.4,
2256,惠氏 善存 多维元素片(29)  100片/盒 多种维生素,100片,国药准字H10950026,月售2份,评分5,153.8,
2257,中恒 葡萄糖粉剂(口服葡萄糖)  500g/袋,500g/包,国药准字H45021416,,,12.8,
2258,钙尔奇D 碳酸钙D3片 72片,72片,国药准字H10950029,,,93.5,
2259,惠氏 善存 银片 60片/盒 多种维生素,60s(薄膜衣),国药准字H10950025,,,96.8,
2260,辅仁 生脉饮(党参方) 10ml*12支/盒,10ml*12支,国药准字Z41020392,,,24.7,
2261,【处方药】华津生物 转移因子胶囊 3mg:100μg*12粒*2板,3mg,国药准字H20073955,,,12,
2262,金钙尔奇 碳酸钙维D3元素片(4)  60片,60片,国药准字H20110006,,,107.8,
2263,力生 复合维生素B片 100片,100片,国药准字H12020233,月售9份,,6.4,
2264,力度伸 维生素C泡腾片(橙味) 1g*10片,1g*10片,国药准字H20056946,月售11份,评分4.2,36,
2265,九芝堂 杞菊地黄丸(小蜜丸) 120g/瓶,120g,国药准字Z43020318,,,32,
2266,三精 复方葡萄糖酸钙口服溶液  10ml*12支,10ml*12支,国药准字H20193040,月售6份,,23.4,42
2267,双鲸 维生素E软胶囊 0.1g*30粒,0.1g*15s*2板,国药准字H37023086,月售3份,评分4.2,4.7,
2268,同仁堂 六味地黄丸 9g*10丸,9g*10s（大蜜丸）,国药准字Z11020056,月售2份,评分4,15.2,
2269,同仁堂 知柏地黄丸 360s（水蜜丸),360s（水蜜丸),国药准字Z11020152,月售3份,评分5,14.2,
2270,同仁堂 生脉饮(党参方) 10ml*10支,10ml*10支,国药准字Z11020372,月售2份,评分5,22,
2271,速力菲 琥珀酸亚铁片 0.1g*20片,0.1g*20片,国药准字H10930005,月售5份,,28.4,
2272,同仁堂 补中益气丸 6g*10袋,6g*10袋（水丸）,国药准字Z11020244,月售9份,,18.5,
2273,力蜚能 多糖铁复合物胶囊 0.15g*10粒/盒,0.15g*10粒/盒,国药准字Z10951045,月售4份,,35,
2274,同仁堂 生脉饮（人参方）10ml*10支,10ml*10支,国药准字Z11020363,月售7份,评分4,29.3,
2275,秦诺宁康 谷维素片 10mg*25片*2板,10mg*50片,国药准字H61022026,月售4份,评分4.2,11.3,
2276,同仁堂 人参归脾丸 9g*10丸,9g*10丸,国药准字Z11020104,月售2份,评分4.8,20,
2277,同仁堂 十全大补丸 360丸,360s(水蜜丸),国药准字Z11020069,,,15.5,
2278,九芝堂 知柏地黄丸(小蜜丸) 120g/瓶,120G/瓶,国药准字Z43020148,,,33.6,
2279,九芝堂 归脾丸 360丸,360丸,国药准字Z43020464,月售2份,评分4,25,
2280,金水宝 金水宝胶囊 90粒*3盒/提,0.33g*9粒*10板*3盒,国药准字Z10890003,,,268,
2281,九芝堂 驴胶补血颗粒 20g*38袋,20g*38袋,国药准字Z43021017,,,158,
2282,21金维他 多维元素片(21) 60片,60s（薄膜衣）,国药准字H20003795,月售1份,评分5,39.7,
2283,云南白药 气血康口服液 10ml*10支,10ml*10支,国药准字Z53020831,,,91.4,
2284,惠氏 善存 多维元素片(29） 60片/盒,60片,国药准字H10950026,月售1份,,86.9,
2285,德众 玉屏风颗粒 5g*15袋/盒,每袋装5g,国药准字Z10930036,,,33.4,
2286,仲景 归脾丸  300丸,300丸,国药准字Z41021897,,评分4,27.3,
2287,【处方药】敬修堂 养血生发胶囊 0.5g*30粒,0.5g*30s,国药准字Z44020913,,,9.9,
2288,九芝堂 补中益气丸 360丸,360丸,国药准字Z43020143,,评分4.5,20.8,
2289,九芝堂 知柏地黄(浓缩丸) 360丸/瓶,360丸/瓶,国药准字Z20023069,,,26.3,
2290,九芝堂 补中益气丸 120g,120g,国药准字Z43020143,,,30.8,
2291,丰原 催乳颗粒 20g*6袋,20g*6袋,国药准字Z19991012,,,38,
2292,同仁堂 杞菊地黄丸 9g*10丸,9g*10丸,国药准字Z11020064,月售1份,,21.8,
2293,来益 维生素E软胶囊(天然型) 0.1g*30粒,100mg*30s,国药准字H20003539,,,31.4,
2294,同仁堂 知柏地黄丸 9g*10粒,9g*10粒,国药准字Z11020063,,评分5,18.2,
2295,【处方药】星鲨 维生素A软胶囊 2.5万单位*100粒,2.5万单位*100粒,国药准字H35020246,,,6.1,
2296,金水宝 金水宝胶囊 0.33克/粒*9粒/板*8板/盒,0.33克/粒*9粒/板*8板/盒,国药准字Z10890003,月售1份,,71.4,
2297,同仁堂 归芍地黄丸 9g*10粒,9G*10S,国药准字Z11020879,,评分5,18.7,
2298,同仁堂 壮腰健肾丸(大蜜丸) 5.6g*10丸(新老包装随机发）,5.6g*10丸,国药准字Z11020204,,,17.6,
2299,德人 生血宝合剂 100ml/盒,100ml/盒,国药准字Z20050770,,,62,
2300,常药 叶酸片 5mg*100片,5mg*100片,国药准字H32023302,,,22,
2301,惠氏 钙尔奇D 碳酸钙D3片 36片,36片,国药准字H10950029,,,38,
2302,精一  转移因子口服溶液 10ml:10mg:300μg*6支/盒,10mL,国药准字H20013232,,,17.8,
2303,济琥平 蛋白琥珀酸铁口服溶液 15ml*6支/盒,15ml*6支/盒,国药准字H20143055,,,98,
2304,爱乐维 复合维生素片 100片,100片,国药准字J20140155,,评分4,368,
2305,【3盒装】[三精]复方葡萄糖酸钙口服溶液10mlx12支x3盒,,,月售3份,,89.4,
2306,[必能]维血康糖浆10mlx10支,,,月售1份,,36.8,
2307,祺笑 除脂生发片 0.3g*12片*5板,12片*5板,国药准字Z14020253,月售1份,评分4,15.4,
2308,钙尔奇 碳酸钙D3咀嚼片(II) 28片,28片,国药准字H10950030,月售1份,,39.8,
2309,银善存 多维元素片（29-11） 100片,100s（薄膜衣）,国药准字H10950025,月售1份,,140.8,
2310,仁和 六味地黄胶囊 0.3g/粒*60粒/盒,0.3克x60粒,国药准字Z14020005,,,45.7,
2311,凯思立 碳酸钙D3咀嚼片1.25g*60片,1.25g*60s,国药准字H20000670,,评分4.5,71.5,
2312,广誉远 龟龄集 0.3g*30粒/瓶,0.3g*30粒/瓶,国药准字Z14020687,,,465,
2313,九芝堂 归脾丸 120g,120g,国药准字Z43020463,,,32,
2314,仁和 六味地黄丸 6g*10袋/盒,6g*10袋,国药准字Z36021694,,,18.9,
2315,九芝堂 阿胶 250g,250g,国药准字Z43020853,,,998,
2316,[金钙尔奇]碳酸钙维D3元素片(4)+[润润熊]卫生湿巾(钙尔奇 善存),,,,,98,
2317,同仁堂 七宝美髯丸 6g*10袋/盒,6g*10袋,国药准字Z11020015,,,27,
2318,仲景  左归丸  9g*6袋,9g*6袋,国药准字Z41020696,,,88,
2319,肾阴亏组包([仁和]五子衍宗丸+六味地黄丸),,,,,258,
2320,[银善存]多维元素片(29-Ⅱ)(50岁+)+[钙尔奇]一次性医用酒精消毒片,,,,,128,
2321,灵泰 补肾益脑丸 100丸/盒,100丸,国药准字Z20025764,,,65.6,
2322,【2盒装】[仲景]归脾丸(浓缩丸)300丸x2盒,,,,,47,
2323,[三精]复方葡萄糖酸钙口服溶液+[护彤]医用退热贴10mlx12支x2盒+40mmx110mmx2贴,,,,,84,
2324,[金诃]手参肾宝胶囊0.3gx30粒,,,,,398,
2325,[仁和]手参肾宝胶囊0.3gx15粒,,,,,198,
2326,汇仁 六味地黄丸浓缩丸 8丸*90袋,8丸*90袋,国药准字Z20027062,,,79.9,
2327,吉祥春 滋补生发片 12片*4板/盒,12片*4板/盒,详见说明书,,,10.8,
2328,东阿阿胶 阿胶 250克/盒,250克,国药准字Z37021368,,,1299,
2329,仁和 七宝美髯颗粒 8g*10袋,8g*10袋,国药准字Z36021720,,,66,
2330,东阿阿胶 复方阿胶浆(无糖型) 20ml*48支/盒,20ml*48支,国药准字Z20083345,,,480,
2331,本草纲目 金鸡虎补丸 60g/瓶,60g,国药准字Z42021499,,,37.8,
2332,九芝堂 驴胶补血颗粒 20g*30袋,20g*30袋,国药准字Z43021017,,,134.4,
2333,同溢堂 益安宁丸 112s*3瓶,112s*3瓶,国药准字Z20063087,,,790,
2334,华康 固肾生发丸 2.5g*6袋,2.5g*6袋浓缩水蜜丸,国药准字Z20013053,,,20.8,
2335,扶正 贞芪扶正胶囊 36粒/瓶/盒,36粒/瓶/盒,详见说明书,,,26.8,
2336,仁和 维血康颗粒 10gx15袋,10gX15袋,国药准字Z20060084,,,53.6,
2337,紫竹 朴美 叶酸片 0.4mg*31片,0.4mg*31片,国药准字H20183478,,,39,
2338,金花 转移因子口服溶液 10ml:10mg:300μg*5支,10ml:10mg:300μg*5支,国药准字H20013288,,,13,
2339,同仁堂 滋补肝肾丸 9g*10粒/盒,9g*10粒/盒,国药准字Z11020899,,,18,
2340,惠氏 碳酸钙D3片 100片,100片,国药准字H10950029,,,98,
2341,[三精]葡萄糖酸锌口服溶液(蓝瓶)+[护彤]医用退热贴,,,,,85.2,
2342,【处方药】西维尔 硒酵母片 50ug*50片,50ug*50片,国药准字H10940161,,,46.8,
2343,[仁和]酒精湿巾(75%)180mmx140mmx10片,,,月售215份,评分4.4,0.1,3.9
2344,[仁和]草本植物除螨包40g(20gx2袋),,,月售4份,,7.9,9.9
2345,[jintoo]暖身贴96mmx130mmx3袋,,,月售7份,,9.9,
2346,[江赫]检查手套100只(普通级 中号 M),,,,评分4.5,15.8,
2347,[药都行]消痛贴8cmx12cmx5贴,,,,评分4,16.7,
2348,[稳健医疗]湿巾(生理盐水型 灭菌级)15cmx20cmx8片,,,月售14份,评分4,13.4,
2349,[仁和]卫生湿巾(99.9%杀菌)180mmx140mmx10片,,,月售8份,,4.9,
2350,[时润]积雪草清润湿厕纸150mmx180mmx20片,,,,,6.8,
2351,[稳健医疗]纯棉无菌湿巾(纯水 便携装 灭菌级)15cmx20cmx8片,,,,,10.3,
2352,[维达]抽取式维达纸面巾(自然无香)153mmx195mmx(三层 100抽)x3包(M标准装),,,月售7份,评分4.8,11.9,
2353,[绿叶]蟑螂粘板10片(内含蟑螂引诱片),,,月售2份,,17.6,
2354,[美则]洗脸巾(加厚 100%天然全棉)200mmx200mmx1卷,,,月售2份,评分5,26.6,
2355,[六神]爽身粉150g(内附粉扑),,,月售1份,,10.9,
2356,[新新]敷料镊(医用镊)14cm(直),,,,,5.5,
2357,[六神]祛痱粉150g(内附粉扑),,,,,10.4,
2358,[金霸王]AAA碱性电池4粒(7号),,,月售3份,,13.4,
2359,[小林暖宝宝]一次性使用取暖片(生理期用)5片,,,月售20份,评分4.4,19.9,
2360,金霸王锂电池2粒(CR2032),,,,评分4,11.4,
2361,[小林刻立洁]一次性使用清洁纸(护眼宝 眼镜清洁纸)100mmx133mmx12片(独立包装),,,月售1份,评分4,15.2,
2362,[雷达]电热蚊香液(无香)无拖线加热器1个+21mlx1瓶,,,月售19份,评分4,20.8,
2363,[铭爱威]防噪音睡眠耳塞(工业M型)10枚,,,月售14份,,19.8,
2364,燕源牌二氧化氯消毒片1gx100片,,,,,29.8,
2365,[雷达]杀虫气雾剂(清香型 超值装)600ml,,,月售2份,,22.8,
2366,[森然宜生]免洗手抗菌凝胶300ml,,,月售6份,,23.8,
2367,[中科贝思达]自吸过滤式防颗粒物呼吸器(KN95 专业防护口罩(颜色随机)1只,,,月售1份,,19.9,
2368,[滴露]泡沫抑菌洗手液(樱桃芬芳)250ml,,,,评分5,25.1,
2369,[小林制药]一滴消臭元 (甜蜜玫瑰)20ml,,,,,25.2,
2370,[碧昂诗]84强力消毒液1.5L,,,,,21.8,
2371,[冰王]芦荟祛痱止痒水60ml,,,月售1份,评分4,27.3,
2372,[小林暖宝宝]一次性使用取暖片(即贴)10片(加赠1片),,,月售4份,,37.6,
2373,[维达]抽取式维达纸面巾(自然无香)133mmx195mmx(三层 130抽)x8包(S纤巧装),,,月售1份,,29.8,
2374,[洗得宝]抗菌洗手液380ml,,,,,24.8,
2375,[滴露]衣物除菌液(清新柠檬)750ml,,,,,32.9,
2376,[可心柔V9]抑菌柔润纸面巾(优等品 超柔型)130mmx180mm(三层)60抽x6包,,,,,32.8,
2377,[小林制药]合成洗涤剂(小林制药内衣洗剂)120ml,,,,,42.9,
2378,[滴露]卫生湿巾(Hello kitty限定版)200mmx150mmx10片,,,月售15份,评分4.3,5,
2379,[富源]一次性使用医用橡胶检查手套,,,,,2.1,
2380,[安捷高科]84消毒液500g,,,月售5份,评分4.7,4.6,
2381,[润荷]卫生湿巾18cmx14cmx10片,,,,,3.5,
2382,[MeVACHIM]魔法奇缘卫生湿巾150mmx200mmx80抽,,,月售5份,,6.8,
2383,[顺康]84消毒液(加强型)500g,,,月售5份,评分4,7.8,
2384,[超能]天然皂粉(青柠&西柚)360g,,,月售1份,,6.6,
2385,[安卫净]免洗手消毒凝胶60ml,,,月售2份,评分4,15.8,
2386,[润荷]卫生湿巾18cmx14cmx80片,,,月售1份,,6.8,
2387,[金霸王]AAA碱性电池2粒(7号),,,,,8.3,
2388,[康丽赋]舒畅呼吸贴片1片,,,,,18,
2389,[冰王]灰甲止凝胶20g,,,,,78,
2390,[耐尔洁]免洗手消毒液560ml,,,,,32.9,
2391,[妙洁]一次性桌布160cmx160cmx10张,,,,,8.6,
2392,[DNC]电动智能防护口罩(Q5S)101mmx97mmx66mmx1只,,,,,199,
2393,[冰王]灰甲止护甲液40ml,,,,,120,
2394,[叮当快药]女神包1个(300x170x90mm),,,,,28,
2395,[同仁堂]儿童痱子粉160g,,,,,26.8,
2396,[洁宜佳]消毒水(清新花香)680g,,,,,10.9,
2397,【10包装】[仁和]卫生湿巾(99.9%杀菌)180mmx140mmx10片x10包,,,月售2份,,45.8,
2398,[胜舒]一件式造口袋(肠造口袋)10个(可剪孔径10-66mm 15541),,,,,429,
2399,[DNC]儿童·电动智能防护口罩(Q8)90mmx85mmx52mmx1只,,,,,199,
2400,[冈本]快温贴(可贴式)10片,,,,,39.8,
2401,妙洁海绵百洁布(促销装)11cmx7cmx2块(2送1),,,,评分5,7.9,
2402,【10袋装】[时润]积雪草清润湿厕纸150mmx180mmx20片x10袋,,,,,65,
2403,[六神]祛痱粉+爽身粉(内附精美超柔粉扑)150g+150g,,,,,18,
2404,[善存]宜康药箱(钙尔奇)(赠品)1个,,,,,10,
2405,[加护灵]缓释型空间除菌消臭剂60g,,,,,89,
2406,[保宁]B&B纤维洗涤剂1500ml(瓶装),,,,,79,
2407,[加护灵]除菌消臭液60ml,,,,,89,
2408,[小林制药]冰箱冷藏室专用活性炭祛味啫喱113g,,,,,31.9,
2409,[奇力康]甲甲净修肤液10ml(内赠:指甲刀、锉刀、棉签、软质液10ml),,,,,93.5,
2410,[特舒]造口护理用品(肠造口袋)15个(连接环径φ60mm 01698),,,,,387,
2411,养生堂牌天然维生素E软胶囊+[颜生堂]水光冻龄燕窝面膜50g(250mgx200粒)+28mlx2,,,,,168,
2412,碧生源牌常润茶(20赠5袋)62.5g(2.5gx20袋+12.5g),,,月售2份,评分4,94.3,
2413,麦金利牌蛋白粉300g(5gx60袋),,,,,99,
2414,碧生源牌常菁茶(20赠5袋)62.5g(2.5gx20袋+12.5g),,,月售11份,评分4,87.7,89.9
2415,[汤臣倍健]维生素C咀嚼片60g(1gx60片),,,,评分5,98,
2416,[美澳健]褪黑素片60g(0.6gx100片),,,月售2份,,99,
